"G1","G2","G3","G4","G5","G6","G7","G8","G9","G10","G11","G12","G13","G14","G15","G16","G17","G18","G19","G20","G21","G22","G23","G24","G25","G26","G27","G28","G29","G30","G31","G32","G33","G34","G35","G36","G37","G38","G39","G40","G41","G42","G43","G44","G45","G46","G47","G48","G49","G50","G51","G52","G53","G54","G55","G56","G57","G58","G59","G60","G61","G62","G63","G64","G65","G66","G67","G68","G69","G70","G71","G72","G73","G74","G75","G76","G77","G78","G79","G80","G81","G82","G83","G84","G85","G86","G87","G88","G89","G90","G91","G92","G93","G94","G95","G96","G97","G98","G99","G100"
0.876475424561707,0.733204637949105,0.513908710998966,0.760697670850843,0.464454541841173,0.553849319067035,0.390002968525755,0.357233362406234,0.46066269734029,0.0757524299067371,0,0.1595002284691,0.860154136607784,0.0467546011416557,0.612995934547464,0.49865451802298,0.0997995820512338,0.840235012282885,0.526277791305469,0.800018026361231,0.467256001391183,0.439246759738796,0.474212154506598,0.457731939394061,0.69267718189647,0.4985567533509,0.737604593323602,0.214512408473825,0.840921059073968,0.0410704620555672,0.782246100753082,0.018098879567313,0.52514624532423,0.241673945946279,0.739814790591306,0.416931603279834,0.321159299828167,0.891908642647322,0.820481317755907,0.858534767240062,0.608135759790525,0.0190734817192354,0.0286327720604184,0.435083916806778,0.829231006738851,0.831538784937844,0.441986391703468,0.0337596591445048,0.0285415535882345,0.105028602855636,0.483126776161805,0.695923908727203,0.53756381916708,0.161127036212663,0.467527266871521,0.413218820879521,0.406341139614676,0.339878399424923,0.733702656093455,0.848474235341266,0.416706120772635,0.693629782612832,0.396705972054346,0.154930094949605,0.373992210195306,0.807167580921081,0.539869724280308,0.403963393911416,0.325954717964626,0.417164196675898,0.847268989197071,0.0941985839379493,0.670495541937895,0.170950174097247,0.011039484383642,0.431921705850922,0.0377527955007173,0.700805278975584,0.823188879693311,0.917652239882789,0.321682205391824,0.200933002627739,0.646311750314278,0.0545946400959439,0.829990404304757,0.385536919283883,0.862414867322964,0.789806756378596,0.429822770567819,0.0783165469638719,0.0903097492269252,0.0950617924530824,0.278361027134012,0.278425943865751,0.609495715293454,0.394375711828877,0.827415070565267,0.213195584978884,0.0282978120785262,0
0.0637687426586516,0.0533918954863577,0.409612628915812,0.089684887926268,0.282680247326159,0.330715404505392,0.400600955666451,0.244935248169481,0.446677096363926,0.0222676070900658,0.00278734826912253,0.0804503574726514,0.84693663942056,0.0402155073434068,0.59657496025691,0.55647151660961,0.0725396311378435,0.90189717941378,0.468156596589021,0.803304022895302,0.447641593477383,0.493036589967459,0.531166628184097,0.376780547256238,0.836177883568842,0.502969067130033,0.866557233236284,0.1437577208596,0.885922017016095,0.125428207064982,0.624641156994075,0.0120474610965279,0.631622741457682,0.282213488491737,0.645572638676738,0.377152931541063,0.331516482405355,0.868042644379912,0.85220463385044,0.849309420056236,0.694550087495936,0.0631717935869819,0.0940851986447409,0.456387161709625,0.972031472747351,0.809241381410973,0.435707701317178,0.027035101179372,0.0297128238741722,0.144869251616566,0.555592931769072,0.715246947122623,0.452062613833066,0.0656141455900514,0.425378442880475,0.419516103536958,0.331326522740928,0.218368602621212,0.739857342681331,0.834631664970163,0.358509317206369,0.659123712574029,0.414173379319878,0.222115237188725,0.340216887118959,0.819859442752466,0.494340342026021,0.431082467833271,0.36765250569085,0.419352282231115,0.870284157733346,0.0320671660066906,0.680090985335289,0.132841915480627,0.0654426393777271,0.475918394280175,0,0.570383781317553,0.823972560901768,0.844071536403665,0.23211408787736,0.260591076979368,0.613459875441594,0.0555424491768703,0.821086250773641,0.43470277456798,0.830998012055689,0.913832645295345,0.441974236474782,0.0432992387383632,0.0954230346397164,0.0772196548965593,0.309988512928007,0.199911289752436,0.638024383823347,0.58192906670566,0.766232209587143,0.218508931807047,0,0.0292362434373579
0.931040553538664,0.0550704185454184,0.434281858740727,0.11538375117674,0.279688887072136,0.337825824919188,0.443812360498425,0.276549775786978,0.403520517815926,0.0196016073349882,0.0101609353995769,0.171846908495313,0.859469590451126,0.0223655024070804,0.582899080220353,0.538694621685259,0.0695199661254014,0.832860290529818,0.485973793772884,0.846255387555175,0.430571708693869,0.378796219341596,0.458887399488503,0.437126855227594,0.679804619992904,0.392653030236085,0.870198408004231,0.097733244191725,0.86299386821498,0.0870495318568428,0.772910249922839,0.0840139437700155,0.540999998041569,0.314794006716731,0.588928040676155,0.354601004537698,0.336095979182236,0.857816583803757,0.86671844419018,0.885146059949555,0.721007023335322,0.132650315347765,0.0421501886700207,0.436337713180115,0.865549043526225,0.883394887808762,0.434538227473754,0,0.116724382829889,0.0982787341873377,0.585092030892006,0.715099342349011,0.537696338521494,0.063109447981976,0.44312301851831,0.47088615330003,0.382038632472262,0.301752383241776,0.684473279589308,0.833424565808818,0.271080879079658,0.668064699849216,0.427952157988847,0.142031570056821,0.336858810491173,0.84363889662468,0.453320831936035,0.40686638322698,0.345043268140507,0.416584954389655,0.82677451232772,0.0844090388887119,0.617945731091677,0.16563080607403,0.0279502785817545,0.4469311071997,0.143792032058477,0.526720588046479,0.883753887406588,0.85258215909413,0.255764387259109,0.190046647691116,0.582397550910209,0.0482135959911,0.846074538131711,0.37167916844292,0.866606947438228,0.859836440990893,0.406947355653512,0.0138314785794752,0.0278861562773027,0.0971676408543436,0.339351493534282,0.279960126385556,0.614528618784507,0.443762320384125,0.826872587178495,0.238825236795574,0,0.0420338222935655
0.85957628274382,0.807565541541502,0,0.813560659636755,0.407190488387426,0.517431087121602,0.431588126950521,0.40565729440054,0.425784625256441,0.0674869965578534,0.0441032043807748,0.114458402636945,0.83410935912128,0.0375150606035292,0.544600083937108,0.500127418471134,0.0919488205327523,0.880362080263303,0.462282331861503,0.825496662381109,0.384862703965674,0.401094373685724,0.408264462015826,0.354193179890997,0.841608364342339,0.488143866467481,0.861751017746911,0.224731441087465,0.913708988267778,0.0950707912809053,0.765988773661399,0,0.574535488488962,0.354892101853162,0.623057645510499,0.373533932372479,0.265691355039043,0.861825838130234,0.810128786249571,0.805183170482589,0.614700136187337,0.00387235263771163,0.12763130512566,0.514755225188175,0.914496058772338,0.843249487389541,0.409819213517179,0.0599000308082035,0.001201564610892,0,0.574142801178051,0.761507401489396,0.510255981259237,0.164161984516328,0.448239113303191,0.443315198704958,0.391150290088414,0.302632520800821,0.753141614683956,0.88705591440262,0.348252238833432,0.657539261086233,0.501533291861989,0.161365021480834,0.403386871459961,0.809066648037917,0.478890844264957,0.380125727075802,0.423460704435219,0.359656828036824,0.809315226679088,0.0883649854076246,0.561475112996424,0.100826235629058,0.0583538737113343,0.460015295926679,0.0587936392454089,0.634766853821148,0.96052123076492,0.888756371314655,0.248951849042838,0.19568674646511,0.63052277385826,0.0929369326698554,0.789644312435753,0.360892734738283,0.868809315942513,0.85602342745775,0.435302399241938,0,0.0793114547566057,0.0590570032799347,0.350913938106626,0.255017766866679,0.622172219831378,0.45602352068538,0.817093627220091,0.285191240241772,0.0152547123223255,0.00842707192802639
0.796259341646972,0.882029865119067,0.00886319716562505,0.00969736915156715,0.361165788686784,0.558053591276956,0.464237415783229,0.335260041132885,0.490943849705447,0.074398899909418,0.0510535208169273,0.130953161391985,0.753294275788793,0.00777728367122725,0.577259375306406,0.435210293864875,0.0772797274109597,0.795802228740975,0.396153449665424,0.788810421268148,0.522561478696488,0.349829857066867,0.453436224035149,0.43468533966144,0.731855812885047,0.470451859359836,0.86907603054511,0.148749075476862,0.868253819473164,0.0952053087922491,0.833348593484948,0.0330635006217603,0.501851963660284,0.193844888284386,0.643514506304569,0.365706000251153,0.250791250318917,0.803379919890177,0.824067552094844,0.849011001623208,0.587457889521577,0.0995796069519802,0.0802339796537162,0.413764129786008,0.843732762699832,0.887514414057401,0.513343973323067,0.00792726795166788,0.0573158032954207,0.0954142244895761,0.547357983193721,0.74092673272271,0.511430909015175,0.15016326869935,0.439575946407169,0.457918702773266,0.429080691787298,0.268247724437304,0.785791109291304,0.84268269032753,0.328026437574531,0.674289083651309,0.416195978315798,0.21158640193745,0.416318660823377,0.911595093494901,0.566964903568221,0.422614588252233,0.368351329669664,0.394058363112623,0.810509844246437,0.10736665475559,0.632776783065985,0.153639063121994,0.0160684551090847,0.435327103004921,0,0.441127997784976,0.91954729208672,0.831239809612142,0.265942907354993,0.165152004164562,0.610301364213601,0.0288816921843738,0.881871883190256,0.337178166719817,0.847408899161697,0.756163243599617,0.436037621713924,0.0528160790357138,0.135599296254924,0.133672160070445,0.394631580413436,0.284290127548425,0.712320821764732,0.536060617674935,0.850714064125496,0.325801657442012,0,0.0640435957833442
0.824952488101226,0.811233065084748,0.478697104024886,0.772664699854117,0.00752478589639094,0.0892789830196018,0.364977905833743,0.105240585586592,0.470322735397892,0.0259074261965194,0,0.187134466311482,0.877642434486339,0.0499595463473378,0.565098737142683,0.495580904722977,0.0949882406144429,0.817173508775303,0.470136482865674,0.767358709233297,0.458165714808244,0.45501802694958,0.529788221785576,0.398019344226621,0.729999630780879,0.526691102088475,0.851655760411313,0.170157622339946,0.969547145179593,0.143659196687992,0.839583229312259,0.0860659856720991,0.609832074328081,0.283757648890801,0.748324131433922,0.380986856583615,0.27138754345159,0.792864958417429,0.791123572902715,0.846086089065959,0.521881809106182,0.0511874616938454,0.124874629683989,0.417921051520216,0.843588704620283,0.840099462723185,0.484024749763808,0.00411977676162929,0.0206956310338355,0.0867694853095577,0.480153842968347,0.675510038623278,0.573166238705689,0.220690161061131,0.543585407473445,0.42706169757052,0.469074521565757,0.255435296296852,0.77051604221303,0.814748270973634,0.342894119593941,0.597588309471343,0.425373704289596,0.148858632087846,0.397466695619001,0.867183252692883,0.497983056352851,0.424456949494103,0.409704532101558,0.351169239720962,0.861884533504151,0.159641205416935,0.598555156019033,0.0972102052816207,0.0716133448384537,0.426344732410048,0,0.668226045168382,0.848575927893234,0.868464071648603,0.330847070744881,0.148893496516462,0.608545894680313,0.0824813675636168,0.81591758127928,0.508121706445719,0.865504576638392,0.913854244351785,0.47153485159793,0.00719036640926231,0.0886596893251438,0.152219002237207,0.254789163515204,0.259311435890069,0.62390864282941,0.452484921379165,0.833767229331506,0.266145180045635,0.0191444295654782,0.0123785607775549
0.860196493566242,0.828106202686764,0.519052085005338,0.872064326230268,0.435277464774612,0,0.441233702034749,0.392214265132902,0.395150016803169,0,0,0.0938340956681283,0,0.0152797102505545,0.638067424337506,0.472557311460302,0.0831718899964065,0.901661511317074,0.367741714457353,0.804709239944506,0.489769454255353,0.3389201668352,0.483997906469267,0.397774348834551,0.793287715082209,0.489081887152734,0.85182614007824,0.195365081440221,0.828367025069301,0.0840743970114193,0.781373643635226,0.0251811246815744,0.55390723270955,0.2710244747352,0.631173737879267,0.332820833260955,0.265151573307646,0.808173260365201,0.74128549917317,0.851794111487857,0.733233176997093,0.0679003039053022,0.118206926445633,0.476107494684484,0.864219205257523,0.897066475664453,0.441863480386394,0.121343699940905,0.0456425308733468,0.0477767963307876,0.514996956167679,0.671413076336288,0.626275716117108,0.218991247904355,0.477191960053495,0.417132143460544,0.418793401886794,0.265160874881928,0.69743288482116,0.834099801826258,0.260170979013465,0.685274523497191,0.446245131589389,0.236275428684447,0.4718120820856,0.793957862232854,0.476867247017979,0.47255339684495,0.46186043074147,0.418200886332566,0.863354373553156,0.0676549225365812,0.599415884178652,0.20364499997591,0.16669066348613,0.394599259358255,0.0472874612050544,0.637579365833774,0.765536537820777,0.853816437063281,0.215719103518165,0.242886744813578,0.588308661498222,0.129971118763844,0.863766267025516,0.319463441589584,0.823884940683672,0.874423827945848,0.473273092073652,0.0595005479249899,0.0423580473745424,0.0641082072529842,0.380485452987859,0.269921645154484,0.618623597984401,0.46692635847793,0.817255768759174,0.222596407971785,0.0104825695083508,0.0266686707357106
0.943562946005468,0.808219051925097,0.540982151743675,0.833967250787708,0.292862390152436,0.362705025832421,0,0.272512196843951,0.379437818732682,0.0248192241219229,0.070522391467077,0.126565042377826,0.919494331277486,0.813134166011282,0.454363529092741,0.207060598100344,0.890315603142873,0.879326791346901,0.371650480725161,0.776771392000371,0.552218584148443,0.423110490168984,0.424341403737355,0.419043840470483,0.803056330373696,0.546773383893256,0.893053589465896,0.240201717075587,0.929021380909487,0.146828455967322,0.835536959670126,0,0.58734418546411,0.286939765445121,0.643905150752995,0.334124924964088,0.31129984542583,0.962431163568636,0.872990419073885,0.856146521288103,0.680545957170415,0.025296817316461,0.0991591440255229,0.453028099495575,0.813066709691275,0.808849986016465,0.487498473162351,0.0165597699840167,0.0418897945674058,0.128418821810665,0.425915540693903,0.713848492143292,0.459452300489731,0.106955204408758,0.509987455828538,0.409639080464842,0.454404012069188,0.19211356777217,0.683296466983371,0.81257302255701,0.264082223172167,0.606198615600526,0.391937893057815,0.251074208405811,0.466467304571337,0.871422463484523,0.597019616468462,0.458511214491608,0.403599589470295,0.356902667112832,0.896038080197347,0.0485572362987541,0.670310979118038,0.109058853895258,0.0725391758845029,0.433766248243342,0.0688644917095559,0.631160962966058,0.862468582926992,0.905112218373327,0.193118302529335,0.27507783712201,0.653011896009073,0,0.867435140142538,0.411440043657847,0.849865058438195,0.868778499194515,0.464594620835995,0.0101485103216359,0.0289641250438046,0.0551852952384101,0.269856084231587,0.261900825408349,0.670898037736444,0.439096264428711,0.838754230729978,0.218893725820502,0.0494025752784715,0
0.862410127481576,0.868568139826571,0.58208279256648,0.787334711193946,0.453822300429048,0.539424944853086,0.387274417816825,0.0251343314675188,0.412620439210641,0.0523842193345898,0.688970697345707,0.108170738618583,0.840368477540685,0.0532443563084925,0.590936126408299,0.521641859510581,0.0523202894736936,0.820495349481554,0.443399639114541,0.819513099183257,0.376233807628865,0.467029461516539,0.472888602431278,0.455471371998814,0.747252506669081,0.44915570740526,0.862172888579869,0.270605032961231,0.950927547427931,0.108682841798937,0.799691198282514,0.0827297874408817,0.546427943335914,0.333134752970166,0.672671752221939,0.417155301778462,0.279876233443478,0.864576957721429,0.772759318985094,0.858035100116542,0.611984527073654,0.0579178126687495,0.106742919581251,0.508669587909505,0.788444699777311,0.900931569775266,0.454140942503676,0.0274011850363226,0.0668705861728282,0.119677081245499,0.574731774737816,0.684033317796922,0.455079128772173,0.0553139443678207,0.475366204892891,0.409597355618211,0.362975290684698,0.277057859713946,0.77215226763532,0.837875738446221,0.316454205359331,0.647049109440229,0.427036995569403,0.188909531601689,0.446326693193421,0.819013807938599,0.451352432711642,0.478896246146311,0.388663946480461,0.373410981066846,0.883885527323542,0.00481851426320089,0.530434095604704,0.171537273518187,0.0327475131099443,0.536445547461336,0.0209399332206463,0.612479915428125,0.82841715555258,0.758442295862013,0.265111026894073,0.217835815413872,0.614853582601363,0.0480294507669337,0.804494604143954,0.437844511690034,0.828734864719549,0.855918845263247,0.402851953799783,0.0218899553790356,0.112915049481501,0,0.332026327891121,0.283196370125655,0.573922579717419,0.401609845827385,0.814179110323081,0.318585875515086,0,0.0601579190724371
0.848520629943957,0.783782760182315,0.507923193270164,0.803021302467323,0.154379325745059,0.245959184156578,0.417656570622302,0.46504101815766,0.0217789952969684,0.814548916019546,0,0.0865502986158352,0.840791969983043,0.0450611237984466,0.556235009774144,0.566704435765278,0.0902503323161509,0.834566461224599,0.864408696229713,0.813424392438826,0.503119185428818,0.369136942794933,0.487382536446434,0.393349626682994,0.757147423607689,0.513801071603078,0.832096818017129,0.161388704360896,0.779849743509544,0.183649226998432,0.792402681861773,0.0530149155934192,0.593761949244523,0.346486628481412,0.702848314208636,0.325182591853679,0.240771574545345,0.788153597599638,0.869671218370122,0.830824375990463,0.646349898501861,0.0918507129154983,0.088408006534486,0.454562471142147,0.914645767567781,0.857608056774999,0.484185148453078,0.0397239301021635,0,0.107762215195775,0.566983222450872,0.613186229247475,0.497268022064399,0.106540380650526,0.463192207759111,0.481344135235202,0.42010947798789,0.312404269966041,0.72188423135211,0.86110071178851,0.308899268252451,0.704910901961716,0.474051531300248,0.276415483603917,0.493070183492305,0.850685796458535,0.525261662824317,0.336408656414412,0.381367673635869,0.452660464533437,0.81102141290699,0.182672341366306,0.648714601613347,0.220692778688278,0.0226820432086519,0.407625171471047,0.0390686385679786,0.583699381051484,0.851317202612315,0.78563459524318,0.306358067910891,0.257491472044423,0.622450544884414,0.0317285112911956,0.821449991955869,0.350334868435894,0.845053436103976,0.91148898300266,0.45081781551426,0.0586943751103477,0.166255398424456,0.114032447184906,0.311568722786614,0.264073408602341,0.588353610081532,0.478789771113639,0.811889188736914,0.294536100202334,0,0
